TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery
2019-05-21 10:58:33.774,1.1213048,0.656312,0.6580681,1.2000688,0.75398374,0.16436529,0.22884552,0.97185355,0.6429846,0.42428395,0.5191548,0.87192625,0.49205709,0.014091424,0.20764962,0.59366155,0.15613031,-0.3045119,-0.27809802,-0.085989445,868.315,903.7729,839.707,871.9414,889.67035,0.17376708984375,0.1534423828125,0.96685791015625,-0.545806884765625,4.127197265625,4.5458984375,1,1.0,1.0,1.0,1.0,23.11
2019-05-21 10:58:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-21 10:58:34.804,1.0959072,1.105755,0.89932024,0.7782699,0.7498381,0.61749375,0.46568766,0.8161744,0.62197965,0.81253487,0.5641649,0.874157,0.4676045,0.12539096,0.15785524,0.5847641,0.33822197,-0.20274755,-0.24194947,0.007863568,854.61536,908.20514,838.0952,837.28937,878.3883,0.17535400390625,0.156005859375,0.9622802734375,-0.8673095703125,4.3963623046875,4.463653564453125,1,1.0,1.0,1.0,1.0,23.11
2019-05-21 10:58:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-21 10:58:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-21 10:58:35.822,1.0804965,0.92528087,1.490032,0.28596944,0.6663689,0.429513,1.0961761,0.5361912,0.4773694,0.56239766,0.7646918,0.30428502,0.48843294,0.014068228,0.09219209,0.28375012,0.48084956,-0.098531954,0.0025559394,0.09738661,880.40295,911.8315,819.15753,848.5714,877.5824,0.1763916015625,0.1593017578125,0.9620361328125,-0.934600830078125,4.2169189453125,4.508514404296875,1,1.0,1.0,1.0,1.0,23.11
2019-05-21 10:58:36.842,1.0804965,1.5413185,1.6002843,0.28596944,0.6663689,0.65537,1.0949737,0.5361912,0.4773694,0.46003643,0.7307159,0.30428502,0.48843294,0.17971335,0.18404779,0.28375012,0.48084956,-0.18806958,-0.093637094,0.09738661,858.24176,896.52014,838.0952,864.68866,826.4103,0.17718505859375,0.15570068359375,0.96142578125,-1.457977294921875,4.224395751953125,3.96270751953125,1,1.0,1.0,1.0,1.0,23.09
2019-05-21 10:58:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-21 10:58:37.860,1.8153925,1.7073448,1.149628,1.6147485,1.388898,1.1900544,0.9695524,1.1005391,1.311411,1.163163,0.9249861,0.96812886,0.4254051,0.25543654,-0.07511955,0.5483535,0.2131128,-0.3752755,-0.28167892,0.31749606,842.9304,887.6557,829.6337,854.21246,857.8388,0.1729736328125,0.15655517578125,0.96502685546875,-2.056121826171875,5.78704833984375,3.93280029296875,1,1.0,1.0,1.0,1.0,23.09
2019-05-21 10:58:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-21 10:58:38.894,1.8153925,1.667408,1.2953012,1.678816,1.388898,1.0928175,1.1267897,1.1260654,1.311411,0.7210867,0.9391395,0.96812886,0.4254051,0.03721772,0.05489648,0.5859638,0.2131128,-0.45367163,-0.16144331,0.31300595,955.34796,880.40295,819.5604,957.3626,840.10986,0.17596435546875,0.15960693359375,0.9613037109375,-0.919647216796875,4.987030029296875,4.867401123046875,1,1.0,1.0,1.0,1.0,23.09
2019-05-21 10:58:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-21 10:58:39.898,1.8153925,0.5812279,1.258604,1.678816,1.388898,-0.07442492,1.3948839,1.1260654,1.311411,-0.11960533,1.2315035,0.96812886,0.4254051,-0.33988693,0.21727954,0.5859638,0.2131128,-0.40440366,-0.18097398,0.31300595,870.32965,886.4469,844.1392,850.58606,861.4652,0.18212890625,0.15576171875,0.96295166015625,-0.97198486328125,3.985137939453125,4.299163818359375,1,1.0,1.0,1.0,1.0,23.09
2019-05-21 10:58:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-21 10:58:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
