TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery
2019-05-20 13:04:05.821,1.1629857,0.38283008,1.144391,1.0545008,0.9235035,-0.26698783,0.80048496,0.6638615,0.96663946,-0.15142138,0.85495055,1.1631811,0.9646851,-0.20728895,0.52312666,0.90455556,1.0690209,-0.47939372,0.18413182,0.33517703,854.61536,912.23444,866.30035,844.5421,859.85345,0.140869140625,0.141845703125,0.96026611328125,2.2430419921875,11.61895751953125,18.131256103515625,1,1.0,1.0,1.0,1.0,25.41
2019-05-20 13:04:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-20 13:04:06.852,0.7165477,0.38283008,0.9019281,0.58723766,0.4817728,-0.26698783,0.5125141,0.15508193,0.9170231,-0.15142138,0.7829043,0.4805313,0.65243,-0.20728895,0.45214206,0.40226704,0.67310804,-0.47939372,0.017346792,0.23928797,870.32965,939.2308,849.7802,845.7509,865.4945,0.17578125,0.121826171875,0.944091796875,1.562652587890625,11.60400390625,12.142333984375,1,1.0,1.0,1.0,1.0,25.41
2019-05-20 13:04:07.860,0.5497741,0.38283008,0.9000322,0.17892756,0.59504104,-0.26698783,0.84587497,0.15444387,0.7787088,-0.15142138,0.6701758,0.4954539,0.4680606,-0.20728895,0.23122531,0.878951,0.022260977,-0.47939372,-0.14278615,0.48126712,690.6227,1084.6886,944.87177,652.3443,867.50916,0.13372802734375,0.0411376953125,0.99786376953125,-8.680572509765625,-12.433929443359375,-11.91802978515625,1,1.0,1.0,1.0,1.0,25.41
2019-05-20 13:04:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-20 13:04:08.893,0.6522926,0.38283008,0.88551515,0.17892756,0.557493,-0.26698783,0.80672616,0.15444387,0.7869847,-0.15142138,0.7616504,0.4954539,0.43544936,-0.20728895,0.27394417,0.878951,0.038454257,-0.47939372,-0.11954813,0.48126712,890.87915,909.011,845.7509,878.3883,855.82416,0.4742431640625,-0.3359375,0.8084716796875,10.385284423828125,-32.94281005859375,37.84759521484375,1,1.0,1.0,1.0,1.0,25.41
2019-05-20 13:04:09.920,0.59231055,0.38283008,0.84957266,0.17892756,0.44792435,-0.26698783,0.7741566,0.15444387,0.6172801,-0.15142138,0.7115594,0.4954539,0.3905764,-0.20728895,0.32571432,0.878951,0.012710087,-0.47939372,-0.10937858,0.48126712,682.96704,843.3333,899.7436,686.5934,866.7033,0.70111083984375,-0.27935791015625,0.58441162109375,-35.462493896484375,10.06378173828125,-51.5899658203125,1,1.0,4.0,1.0,1.0,25.41
2019-05-20 13:04:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-20 13:04:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-20 13:04:10.926,0.59231055,0.38283008,0.84957266,0.17892756,0.44792435,-0.26698783,0.7741566,0.15444387,0.6172801,-0.15142138,0.7115594,0.4954539,0.3905764,-0.20728895,0.32571432,0.878951,0.012710087,-0.47939372,-0.10937858,0.48126712,836.4835,754.68866,822.381,861.8681,861.8681,0.54296875,0.6595458984375,0.580078125,-6.646881103515625,1.188812255859375,6.332855224609375,1,2.0,2.0,1.0,2.0,25.41
2019-05-20 13:04:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-20 13:04:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 13:04:11.928,0.59231055,0.38283008,0.84957266,0.17892756,0.44792435,-0.26698783,0.7741566,0.15444387,0.6172801,-0.15142138,0.7115594,0.4954539,0.3905764,-0.20728895,0.32571432,0.878951,0.012710087,-0.47939372,-0.10937858,0.48126712,863.47986,869.5238,823.1868,851.39197,895.31134,-0.15887451171875,0.29180908203125,0.94281005859375,-7.140350341796875,22.363128662109375,23.6865234375,1,2.0,2.0,1.0,2.0,25.41
