TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery
2019-05-20 12:44:30.272,1.046538,0.33879048,-0.5692577,0.57951564,0.6412271,-0.14859831,-1.3009026,0.6839816,0.8828139,0.3796947,-0.59635586,0.9076417,0.8962256,0.79369843,-0.79680806,0.77317375,0.14943938,0.3646076,-1.9848138,0.21202093,824.7985,832.8571,168.02197,822.381,828.022,0.201416015625,0.13787841796875,0.9625244140625,1.024322509765625,5.286102294921875,5.390777587890625,1,1.0,4.0,2.0,1.0,28.48
2019-05-20 12:44:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 12:44:31.276,0.8379355,0.33879048,-0.5692577,0.76054865,0.58148587,-0.14859831,-1.3009026,0.5779852,0.90087783,0.3796947,-0.59635586,0.84394395,0.77464396,0.79369843,-0.79680806,0.61176836,0.34901926,0.3646076,-1.9848138,0.28684133,812.3077,714.7985,113.62637,820.3663,821.978,0.2073974609375,0.1275634765625,0.9554443359375,-1.876678466796875,4.373931884765625,2.8411865234375,1,1.0,2.0,2.0,1.0,28.48
2019-05-20 12:44:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 12:44:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 12:44:32.300,1.018168,0.33879048,-0.5692577,0.6610342,0.8500742,-0.14859831,-1.3009026,0.6917563,0.98774755,0.3796947,-0.59635586,0.84677196,0.67971355,0.79369843,-0.79680806,0.4597224,0.4456442,0.3646076,-1.9848138,0.25922826,825.2015,909.81683,25.384615,807.8755,836.4835,0.2386474609375,0.1539306640625,0.95599365234375,-1.263580322265625,4.373931884765625,3.177642822265625,1,1.0,2.0,2.0,1.0,28.48
2019-05-20 12:44:33.329,0.6873722,0.33879048,-0.5692577,0.54016894,0.8999563,-0.14859831,-1.3009026,0.811494,0.98285776,0.3796947,-0.59635586,1.134123,0.8653733,0.79369843,-0.79680806,0.6875582,0.31786373,0.3646076,-1.9848138,0.30051517,807.8755,877.5824,232.0879,813.91943,811.9048,0.23150634765625,0.1690673828125,0.95709228515625,-1.39068603515625,4.239349365234375,3.835601806640625,1,1.0,2.0,2.0,1.0,28.48
2019-05-20 12:44:34.349,0.65827394,0.33879048,-0.5692577,0.5916572,0.79295206,-0.14859831,-1.3009026,0.7358991,0.98239297,0.3796947,-0.59635586,0.90330565,0.97032887,0.79369843,-0.79680806,0.8759609,0.53317434,0.3646076,-1.9848138,0.61023086,781.685,936.0073,1489.2307,796.1905,848.97437,0.2154541015625,0.15814208984375,0.9544677734375,-1.2261962890625,9.8095703125,3.775787353515625,1,1.0,1.0,2.0,1.0,28.48
2019-05-20 12:44:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 12:44:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-20 12:44:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 12:44:35.359,0.786588,0.33879048,-0.5692577,0.53197193,0.43015292,-0.14859831,-1.3009026,0.5181758,0.9691444,0.3796947,-0.59635586,0.9568462,0.9244218,0.79369843,-0.79680806,0.8838475,0.5589392,0.3646076,-1.9848138,0.5502391,774.83514,1338.5348,1650.0,847.3626,846.9597,0.1871337890625,0.15203857421875,0.9642333984375,-2.250518798828125,4.957122802734375,2.76641845703125,1,1.0,1.0,1.0,1.0,28.48
2019-05-20 12:44:36.394,1.3739363,0.33879048,-0.5692577,1.099794,1.1060024,-0.14859831,-1.3009026,0.5031047,1.226238,0.3796947,-0.59635586,1.087299,0.926424,0.79369843,-0.79680806,0.7325027,0.6748438,0.3646076,-1.9848138,0.7914674,897.326,897.326,859.45056,828.4249,852.1978,0.15557861328125,0.15045166015625,0.967041015625,-1.667327880859375,8.560943603515625,3.506622314453125,1,1.0,1.0,4.0,1.0,28.48
2019-05-20 12:44:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-20 12:44:37.426,1.3982574,1.8543334,-0.5692577,1.0347369,1.130268,1.0300509,-1.3009026,0.38755575,1.226238,1.1075561,-0.59635586,1.0575874,0.9159365,1.2556372,-0.79680806,0.7607857,0.6739173,0.8197354,-1.9848138,0.75194985,806.6667,837.28937,821.5751,814.7253,818.7546,0.0953369140625,0.16339111328125,0.96484375,-0.0,2.07855224609375,4.74029541015625,1,1.0,1.0,4.0,1.0,28.48
2019-05-20 12:44:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-20 12:44:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 12:44:38.451,1.2746012,1.6039274,-0.5692577,0.588767,1.1825026,0.91751975,-1.3009026,0.22538492,1.25396,1.3217355,-0.59635586,0.69945437,1.2018071,1.3224827,-0.79680806,0.84626997,0.81626,0.97225666,-1.9848138,0.59826463,851.39197,998.46155,1465.8608,814.7253,869.5238,0.038330078125,0.1417236328125,1.01416015625,-2.355194091796875,3.596343994140625,5.30853271484375,1,1.0,1.0,4.0,1.0,28.48
2019-05-20 12:44:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 12:44:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
