TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery
2019-05-20 12:55:02.412,0.46755752,1.6069092,1.449343,0.26589328,0.24346426,0.52661526,0.73039854,0.0990255,0.85836184,0.9868319,0.7028188,0.64730555,0.69185513,1.2614563,0.70746315,0.5093631,0.21289992,1.2768959,0.31130296,0.09121186,836.08057,1650.0,815.12823,831.6484,858.6447,0.77630615234375,0.07269287109375,0.622802734375,-0.85235595703125,4.23187255859375,4.284210205078125,1,1.0,2.0,1.0,1.0,26.48
2019-05-20 12:55:03.427,0.60605776,1.6069092,1.0580451,0.4204012,0.25731462,0.52661526,0.59714246,0.15122147,0.9370968,0.9868319,0.7250208,0.5900654,0.67915255,1.2614563,0.6153413,0.4763394,0.109892815,1.2768959,0.44075868,-0.22955616,876.3736,591.0989,763.5531,873.1502,831.6484,0.77288818359375,0.0771484375,0.6243896484375,-1.233673095703125,5.4730224609375,3.536529541015625,1,1.0,2.0,1.0,1.0,26.48
2019-05-20 12:55:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-20 12:55:04.432,0.8213662,1.6069092,0.92312455,0.7137836,0.41711652,0.52661526,0.7633048,0.3856228,0.9370968,0.9868319,0.40846482,0.38769022,0.79033244,1.2614563,0.69875234,0.48309273,0.05924841,1.2768959,0.5054711,-0.20885666,845.34796,524.21246,809.4872,845.34796,882.01465,0.78253173828125,0.08685302734375,0.61761474609375,0.949554443359375,2.5421142578125,5.36834716796875,1,1.0,2.0,1.0,1.0,26.48
2019-05-20 12:55:05.450,-0.04012548,1.6069092,0.5917594,0.27220416,0.16000791,0.52661526,0.52209926,-0.27748626,0.72385025,0.9868319,0.83234644,0.28201413,0.46726346,1.2614563,0.59518296,0.15260927,-0.11118148,1.2768959,0.6797275,0.33073643,846.55676,1650.0,824.3956,859.45056,841.31866,0.7711181640625,0.0880126953125,0.64068603515625,-0.441131591796875,4.179534912109375,4.47113037109375,1,1.0,4.0,1.0,1.0,26.48
2019-05-20 12:55:06.468,0.407138,1.6069092,1.088486,0.5346316,0.38125384,0.52661526,0.73956347,0.39684173,0.84727144,0.9868319,0.8961505,0.60181713,0.6060358,1.2614563,0.69073683,0.30880868,-0.04122906,1.2768959,0.40689102,0.11208863,872.3443,1405.8242,819.9634,830.84247,865.89746,0.77520751953125,0.0777587890625,0.6397705078125,-2.325286865234375,2.280426025390625,2.474822998046875,1,1.0,2.0,1.0,1.0,26.45
2019-05-20 12:55:07.479,0.41639686,1.6069092,1.2940538,0.050266355,0.19012363,0.52661526,0.8216535,0.28631142,0.80670273,0.9868319,0.7215328,0.83360046,0.6146846,1.2614563,0.7941431,0.426247,0.069365606,1.2768959,0.287622,0.07100852,858.24176,1373.1868,826.0073,843.3333,831.6484,0.772216796875,0.0831298828125,0.6414794921875,0.157012939453125,4.50103759765625,5.839385986328125,1,1.0,2.0,1.0,1.0,26.45
2019-05-20 12:55:08.482,0.6597913,1.6069092,0.79321307,0.5206118,0.6017871,0.52661526,0.5678257,0.70115864,0.8729911,0.9868319,0.7118274,1.0024703,0.5791287,1.2614563,0.75661165,0.50519776,0.14610074,1.2768959,0.38104782,0.24739034,861.4652,1026.6666,844.5421,850.989,848.97437,0.77032470703125,0.070556640625,0.630859375,-1.48040771484375,3.1103515625,4.59075927734375,1,1.0,2.0,1.0,1.0,26.45
2019-05-20 12:55:09.519,0.7533994,1.6069092,1.0692096,0.5469583,0.71121705,0.52661526,0.6023267,0.66220254,0.7253224,0.9868319,0.79046124,0.8755966,0.5276828,1.2614563,0.74786466,0.5718902,0.09746005,1.2768959,0.42164692,0.2293754,863.47986,789.34064,838.9011,855.0183,847.3626,0.7650146484375,0.07855224609375,0.638671875,-0.710296630859375,4.6356201171875,4.2169189453125,1,1.0,2.0,1.0,1.0,26.45
2019-05-20 12:55:10.552,0.38685814,1.6069092,0.8654001,0.3180277,0.45026952,0.52661526,0.64293206,0.46678084,0.80573237,0.9868319,1.0479015,0.77279,0.63334274,1.2614563,0.64121795,0.59606224,0.09660301,1.2768959,0.39592433,-0.013210675,848.5714,1166.4835,863.47986,855.0183,864.2857,0.76873779296875,0.07574462890625,0.64263916015625,-1.36077880859375,4.074859619140625,4.254302978515625,1,1.0,2.0,1.0,1.0,26.45
2019-05-20 12:55:11.579,0.2831795,1.6069092,0.19782987,0.13809274,0.46241435,0.52661526,0.44490895,-0.012004615,0.68773204,0.9868319,0.9769961,0.6281723,0.60184824,1.2614563,0.7401694,0.39454237,0.21736522,1.2768959,0.36539143,0.027116587,849.7802,674.10254,866.7033,836.8865,892.8938,0.76861572265625,0.0762939453125,0.6373291015625,-1.532745361328125,4.2767333984375,4.119720458984375,1,1.0,2.0,1.0,1.0,26.45
2019-05-20 12:55:12.600,0.79021984,1.6069092,0.33351436,0.58942354,0.8900619,0.52661526,0.6048478,0.66837424,0.88815594,0.9868319,0.9011716,1.049638,0.69598484,1.2614563,0.64123863,0.54245394,0.037457842,1.2768959,0.25907472,0.13961451,861.4652,848.97437,860.2564,849.7802,824.3956,0.762451171875,0.0789794921875,0.6417236328125,-1.09161376953125,4.568328857421875,4.35150146484375,1,1.0,4.0,1.0,1.0,26.45
2019-05-20 12:55:13.609,0.6534614,1.6069092,0.3663246,0.5429341,0.86807024,0.52661526,0.56783736,0.77539593,0.885958,0.9868319,0.90921164,1.0268041,0.62431276,1.2614563,0.5001304,0.48508435,0.045863543,1.2768959,0.3247102,0.11303154,845.7509,756.30035,847.3626,846.9597,852.1978,0.771240234375,0.07623291015625,0.63592529296875,-1.06170654296875,4.35150146484375,4.47113037109375,1,1.0,2.0,1.0,1.0,26.45
2019-05-20 12:55:14.642,0.45624498,1.6069092,0.4842744,0.2559316,0.43089038,0.52661526,0.52225924,0.48646766,0.93282866,0.9868319,0.8333627,1.0644215,0.52274126,1.2614563,0.7281103,0.30637318,0.089101255,1.2768959,0.31681967,0.2053645,849.7802,931.978,878.7912,842.9304,846.9597,0.76873779296875,0.07501220703125,0.63525390625,-1.338348388671875,3.581390380859375,4.179534912109375,1,1.0,2.0,1.0,1.0,26.45
2019-05-20 12:55:15.659,0.6223527,1.6069092,0.81812376,0.24441244,0.23814933,0.52661526,0.5236515,0.38987464,0.86892676,0.9868319,0.80364066,1.0929023,0.5225582,1.2614563,0.7040654,0.3451841,0.013973676,1.2768959,0.2706421,0.047645897,843.3333,585.05493,872.3443,836.8865,811.0989,0.77105712890625,0.07598876953125,0.63763427734375,-0.5682373046875,4.2767333984375,4.284210205078125,1,1.0,2.0,1.0,1.0,26.45
2019-05-20 12:55:16.692,0.65335274,1.6069092,0.75914466,0.50606585,0.5561545,0.52661526,0.74251455,0.4072457,0.7028907,0.9868319,1.0014443,0.6327752,0.4892957,1.2614563,0.633052,0.27155262,0.07839105,1.2768959,0.4457619,0.16960384,853.8095,883.22345,851.79486,856.63007,881.2088,0.767822265625,0.07281494140625,0.63580322265625,-0.73272705078125,4.224395751953125,4.538421630859375,1,1.0,2.0,1.0,1.0,26.44
2019-05-20 12:55:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-20 12:55:17.710,0.8841648,1.6069092,0.87564373,0.8470157,0.9651087,0.52661526,0.65666074,0.9318707,1.2294127,0.9868319,0.98649836,1.1260011,0.62500846,1.2614563,0.7345601,0.4516348,0.045662653,1.2768959,0.27954367,0.08303897,852.6007,307.43588,848.97437,852.6007,901.75824,0.7630615234375,0.08258056640625,0.64215087890625,-1.435546875,4.44122314453125,4.164581298828125,1,1.0,2.0,1.0,1.0,26.44
2019-05-20 12:55:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-20 12:55:18.723,0.91765994,1.6069092,0.9650695,0.84461594,1.0287398,0.52661526,0.5775411,0.9909527,1.213443,0.9868319,0.7869988,1.1052382,0.64781505,1.2614563,0.7077449,0.51054704,0.048781157,1.2768959,0.22057317,0.1938778,917.47253,693.8461,758.71796,925.12823,904.57874,0.754150390625,0.0902099609375,0.6475830078125,1.973876953125,5.86181640625,5.525360107421875,1,1.0,2.0,1.0,1.0,26.44
2019-05-20 12:55:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 12:55:19.743,0.3560538,1.6069092,0.9650695,0.054725457,0.51743335,0.52661526,0.5775411,-0.09409204,0.51386434,0.9868319,0.7869988,0.23675402,0.56688446,1.2614563,0.7077449,0.3654012,0.04737397,1.2768959,0.22057317,0.20897633,838.0952,319.92673,738.1685,840.5128,822.381,0.75592041015625,0.0877685546875,0.65423583984375,-1.42059326171875,3.7982177734375,4.179534912109375,1,1.0,2.0,2.0,1.0,26.44
2019-05-20 12:55:20.768,1.1772537,1.6069092,0.9650695,1.0804125,0.93675596,0.52661526,0.5775411,0.9241661,0.8248674,0.9868319,0.7869988,1.0723664,0.62954247,1.2614563,0.7077449,0.534536,0.075199254,1.2768959,0.22057317,0.17114468,853.4066,659.19415,786.52014,850.989,846.9597,0.75030517578125,0.0858154296875,0.650146484375,-1.27105712890625,3.910369873046875,4.792633056640625,1,1.0,2.0,1.0,1.0,26.44
2019-05-20 12:55:21.774,0.8887053,1.6069092,0.9650695,0.78117776,0.7397349,0.52661526,0.5775411,0.7676834,0.81755584,0.9868319,0.7869988,1.0647475,0.5964446,1.2614563,0.7077449,0.4393301,-0.080007456,1.2768959,0.22057317,0.08456757,869.5238,824.3956,760.32965,857.8388,861.06226,0.74969482421875,0.0950927734375,0.65673828125,-0.949554443359375,4.77020263671875,4.613189697265625,1,1.0,2.0,1.0,1.0,26.44
2019-05-20 12:55:22.787,0.03532483,1.6069092,1.4766862,-0.005299518,0.26207477,0.52661526,0.6252851,0.26976368,0.74276406,0.9868319,0.78875786,0.5801557,0.52475363,1.2614563,1.016128,0.28607658,-0.14605491,1.2768959,0.4464031,0.08076764,863.8828,709.15753,972.674,843.73627,818.7546,0.81610107421875,0.05328369140625,0.6290283203125,-0.7177734375,7.424468994140625,-0.04486083984375,1,1.0,2.0,1.0,1.0,26.44
2019-05-20 12:55:23.796,0.26859462,1.6069092,1.4851507,-0.046104148,0.42951182,0.52661526,0.6234924,0.21991146,0.8826978,0.9868319,0.6609609,0.6047024,0.51269895,1.2614563,1.0329009,0.20035854,0.044263832,1.2768959,0.48159906,0.051640898,880.0,0.0,814.7253,864.68866,876.3736,0.43634033203125,0.33258056640625,0.74859619140625,-1.772003173828125,5.7720947265625,1.51031494140625,1,1.0,2.0,1.0,1.0,26.44
