TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery
2019-05-20 12:56:27.882,0.346394,0.38283008,0.8507791,0.28326508,0.59430367,-0.26698783,0.84900975,0.48531917,1.0962938,-0.15142138,1.316022,0.79283524,0.69443756,-0.20728895,1.2899197,0.43716267,0.12168581,-0.47939372,1.0457479,-0.12947747,847.76556,951.31866,783.69965,839.707,847.76556,0.64288330078125,0.0762939453125,0.75482177734375,-1.54022216796875,4.6954345703125,4.254302978515625,1,1.0,2.0,1.0,1.0,26.28
2019-05-20 12:56:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-20 12:56:28.907,0.29989874,0.38283008,1.2400407,0.030655118,0.41992176,-0.26698783,0.7443418,0.43457717,0.77313477,-0.15142138,0.8111832,0.56299984,0.69679904,-0.20728895,1.3511937,0.45047745,0.053982753,-0.47939372,1.1438173,-0.13175505,851.79486,959.7802,880.0,864.2857,793.36993,0.6473388671875,0.08184814453125,0.7568359375,0.35888671875,4.164581298828125,5.480499267578125,1,1.0,2.0,1.0,1.0,26.28
2019-05-20 12:56:29.922,0.6328514,0.38283008,1.3217896,0.70887995,0.70985615,-0.26698783,0.7389321,0.59799576,0.7189355,-0.15142138,0.7910752,0.8708465,0.58423764,-0.20728895,1.3229706,0.45037726,0.03774797,-0.47939372,1.1846017,0.122255266,853.4066,1024.652,827.619,852.6007,804.65204,0.642333984375,0.08453369140625,0.75537109375,-1.143951416015625,4.373931884765625,4.164581298828125,1,1.0,2.0,1.0,1.0,26.28
2019-05-20 12:56:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-20 12:56:30.942,0.24902563,0.38283008,1.3217896,0.28957716,0.42792407,-0.26698783,0.7389321,0.37535736,0.7108102,-0.15142138,0.7910752,0.7957274,0.39823827,-0.20728895,1.3229706,0.39441884,-0.067658685,-0.47939372,1.1846017,0.056536146,868.71796,892.0879,856.2271,865.89746,900.9524,0.64727783203125,0.0831298828125,0.75262451171875,-1.667327880859375,3.416900634765625,4.314117431640625,1,1.0,2.0,1.0,1.0,26.28
2019-05-20 12:56:31.978,0.27961496,0.38283008,1.3217896,0.2283369,0.33066973,-0.26698783,0.7389321,0.09583264,0.611407,-0.15142138,0.7910752,0.1388338,0.5387559,-0.20728895,1.3229706,0.19785479,-0.10626926,-0.47939372,1.1846017,-0.07353779,790.14655,920.696,878.3883,795.38464,927.9487,0.65252685546875,0.0802001953125,0.75341796875,-1.143951416015625,4.725341796875,4.17205810546875,1,1.0,2.0,1.0,1.0,26.28
2019-05-20 12:56:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 12:56:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-20 12:56:32.992,0.20888323,0.38283008,1.3217896,0.30751464,0.18356365,-0.26698783,0.7389321,-0.054719478,0.33902746,-0.15142138,0.7910752,0.022726756,0.28218055,-0.20728895,1.3229706,0.19446866,-0.12728716,-0.47939372,1.1846017,-0.033477496,851.79486,1053.2601,809.0842,848.1685,872.74725,0.65570068359375,0.083984375,0.75018310546875,-1.368255615234375,4.5159912109375,4.32159423828125,1,1.0,2.0,1.0,1.0,26.28
2019-05-20 12:56:34.000,0.14352143,0.38283008,1.3217896,-0.1663771,0.15441026,-0.26698783,0.7389321,0.10397426,0.67048645,-0.15142138,0.7910752,0.4089489,0.59799343,-0.20728895,1.3229706,0.21586244,0.14614363,-0.47939372,1.1846017,0.08512376,848.97437,936.0073,800.2198,852.1978,867.1062,0.65576171875,0.08392333984375,0.74945068359375,-0.979461669921875,3.671112060546875,4.366455078125,1,1.0,2.0,1.0,1.0,26.28
2019-05-20 12:56:35.024,0.35423967,0.38283008,1.3217896,-0.17406821,0.39136803,-0.26698783,0.7389321,-0.18798889,0.68521804,-0.15142138,0.7910752,0.40942135,0.45806077,-0.20728895,1.3229706,0.26624146,0.11045502,-0.47939372,1.1846017,0.028486975,849.7802,1033.5165,855.82416,848.97437,847.76556,0.65972900390625,0.08251953125,0.74853515625,-0.9869384765625,5.076751708984375,4.074859619140625,1,1.0,2.0,1.0,1.0,26.28
2019-05-20 12:56:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 12:56:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
